Gene1,Gene2
C17orf96,VIT
C17orf96,VNN3
C1orf111,C1orf115
C1orf111,C2orf48
C1orf111,CCDC149
C1orf111,CD36
C1orf111,CKM
C1orf111,CLDN23
C1orf111,CYP1B1-AS1
C1orf111,CYP27A1
C1orf111,CYP3A5
C1orf111,DLG5
C1orf111,DNAH12
C1orf111,DNAH7
C1orf111,DNAJB13
C1orf111,DNAJC28
C1orf111,DNTT
C1orf111,DOCK1
C1orf111,DOCK5
C1orf111,EGFL7
C1orf111,EPHB1
C1orf111,EPHB2
C1orf111,EPHB4
C1orf111,ESPL1
C1orf111,FAM212B-AS1
C1orf111,FBN1
C1orf111,FKBP9
C1orf111,FXYD6
C1orf111,GRIK4
C1orf111,GRIN2C
C1orf111,HBA1
C1orf111,HBD
C1orf111,HBG1
C1orf111,HBG2
C1orf111,HCG20
C1orf111,HHIP-AS1
C1orf111,HSPG2
C1orf111,IL27
C1orf111,IQCD
C1orf111,KLHL14
C1orf111,KRT5
C1orf111,LINC00610
C1orf111,LINC01036
C1orf111,LONRF2
C1orf111,LRFN4
C1orf111,LRRC37A3
C1orf111,LRRC3DN
C1orf111,LRRC48
C1orf111,LURAP1
C1orf111,M1AP
C1orf111,MAK
C1orf111,MAPK8IP2
C1orf111,MFAP3L
C1orf111,MMP14
C1orf111,MMP9
C1orf111,MPPED2
C1orf111,MPRIP-AS1
C1orf111,MYO7A
C1orf111,NCS1
C1orf111,NLGN3
C1orf111,NODAL
C1orf111,NPIPA7
C1orf111,NRG1
C1orf111,OXER1
C1orf111,PADI2
C1orf111,PAH
C1orf111,PCDH1
C1orf111,PDZD2
C1orf111,PF4V1
C1orf111,PKD1L1
C1orf111,PPFIA4
C1orf111,PTGR1
C1orf111,PTX3
C1orf111,PVRL2
C1orf111,RAB44
C1orf111,RAPGEFL1
C1orf111,RBMS3
C1orf111,RBPMS2
C1orf111,RCVRN
C1orf111,RNF215
C1orf111,RTN4RL1
C1orf111,S1PR3
C1orf111,SELP
C1orf111,SEMA3C
C1orf111,SERINC4
C1orf111,SEZ6
C1orf111,SGMS2
C1orf111,SIGLEC15
C1orf111,SLC1A3
C1orf111,SLC32A1
C1orf111,SLC46A2
C1orf111,SLC4A3
C1orf111,SLC6A9
C1orf111,SOGA2
C1orf111,STRIP2
C1orf111,STX16-NPEPL1
C1orf111,SYCE3
C1orf111,TAC3
C1orf111,TIGD4
C1orf111,TNS3
C1orf111,TPD52L1
C1orf111,UCN
C1orf111,VASN
C1orf111,VEPH1
C1orf111,VIT
C1orf111,VNN3
C1orf111,WLS
C1orf115,C22orf43
C1orf115,CKM
C1orf115,CTB-61M7.2
C1orf115,CYP27A1
C1orf115,CYP3A5
C1orf115,DLG5
C1orf115,DNAH7
C1orf115,DNAJB13
C1orf115,DNAJC28
C1orf115,DNTT
C1orf115,ECM1
C1orf115,ESPL1
C1orf115,EVC2
C1orf115,FBN1
C1orf115,FCAR
C1orf115,GRIK4
C1orf115,GRIN2C
C1orf115,HCAR1
C1orf115,HCG20
C1orf115,HCN3
C1orf115,HHIP-AS1
C1orf115,HSPG2
C1orf115,IL27
C1orf115,IQCD
C1orf115,KCTD19
C1orf115,KLHL14
C1orf115,KRT5
C1orf115,LIF
C1orf115,LONRF2
C1orf115,LRFN4
C1orf115,LRRC3DN
C1orf115,LURAP1
C1orf115,MPRIP-AS1
C1orf115,MYO7A
C1orf115,NCS1
C1orf115,NLGN3
C1orf115,NODAL
C1orf115,NRG1
C1orf115,OXER1
C1orf115,PAH
C1orf115,PKD1L1
C1orf115,PPFIA4
C1orf115,PTX3
C1orf115,RAB44
C1orf115,RAPGEFL1
C1orf115,RBMS3
C1orf115,RCVRN
C1orf115,RNF215
C1orf115,RTN4RL1
C1orf115,SEMA3C
C1orf115,SEZ6
C1orf115,SIGLEC15
C1orf115,SLC1A3
C1orf115,SLC32A1
C1orf115,SLC46A2
C1orf115,SLC4A3
C1orf115,SLC6A8
C1orf115,SLC6A9
C1orf115,SLCO5A1
C1orf115,SOGA2
C1orf115,STRIP2
C1orf115,STX16-NPEPL1
C1orf115,TAC3
C1orf115,TIGD4
C1orf115,TNS3
C1orf115,UCN
C1orf115,VASN
C1orf115,VEPH1
C1orf115,VNN3
C1orf222,C2orf48
C1orf222,CCDC149
C1orf222,CCDC170
C1orf222,DOCK1
C1orf222,FRMD3
C1orf222,HBA1
C1orf222,HBD
C1orf222,HBG1
C1orf222,HBG2
C1orf222,M1AP
C1orf222,NRG1
C1orf222,PARD3
C1orf222,PF4V1
C1orf222,PTGR1
C1orf222,PVRL2
C1orf222,SYCE3
C1orf222,WLS
C22orf43,C2orf48
C22orf43,CD36
C22orf43,CKM
C22orf43,CLCN4
C22orf43,CLDN23
C22orf43,CTB-61M7.2
C22orf43,CYP1B1-AS1
C22orf43,CYP27A1
C22orf43,CYP3A5
C22orf43,DLG5
C22orf43,DNAH7
C22orf43,DNAJB13
C22orf43,DNAJC28
C22orf43,DNTT
C22orf43,ECM1
C22orf43,EPHB1
C22orf43,EPHB4
C22orf43,ESPL1
C22orf43,EVC2
C22orf43,FBN1
C22orf43,FCAR
C22orf43,FKBP9
C22orf43,GPR63
C22orf43,GRIK4
C22orf43,GRIN2C
C22orf43,HCAR1
C22orf43,HCG20
C22orf43,HCN3
C22orf43,HHIP-AS1
C22orf43,HSPG2
C22orf43,IL27
C22orf43,IQCD
C22orf43,IQSEC2
C22orf43,JADE3
C22orf43,KCTD19
C22orf43,KIAA1257
C22orf43,KLHL14
C22orf43,KRT5
C22orf43,LIF
C22orf43,LILRB5
C22orf43,LINC00610
C22orf43,LINC00937
C22orf43,LINC01036
C22orf43,LONRF2
C22orf43,LRFN4
C22orf43,LRRC37A3
C22orf43,LRRC3DN
C22orf43,LURAP1
C22orf43,MAK
C22orf43,MMP14
C22orf43,MMP9
C22orf43,MPPED2
C22orf43,MPRIP-AS1
C22orf43,MYO7A
C22orf43,NCS1
C22orf43,NLGN3
C22orf43,NODAL
C22orf43,NPIPA7
C22orf43,NRG1
C22orf43,NXN
C22orf43,OXER1
C22orf43,PADI2
C22orf43,PAH
C22orf43,PCDH1
C22orf43,PDZD2
C22orf43,PKD1L1
C22orf43,PNMT
C22orf43,PPFIA4
C22orf43,PRKAR2B
C22orf43,PRKCDBP
C22orf43,PTGR1
C22orf43,PTX3
C22orf43,PVRL2
C22orf43,RAB26
C22orf43,RAB44
C22orf43,RAPGEFL1
C22orf43,RBMS3
C22orf43,RCVRN
C22orf43,RNF215
C22orf43,RTN4RL1
C22orf43,RUVBL1-AS1
C22orf43,SAT1
C22orf43,SELP
C22orf43,SEMA3C
C22orf43,SERINC4
C22orf43,SEZ6
C22orf43,SHROOM1
C22orf43,SIGLEC15
C22orf43,SLC11A1
C22orf43,SLC1A3
C22orf43,SLC22A16
C22orf43,SLC25A35
C22orf43,SLC32A1
C22orf43,SLC46A2
C22orf43,SLC4A3
C22orf43,SLC6A8
C22orf43,SLC6A9
C22orf43,SLCO5A1
C22orf43,SOGA2
C22orf43,STRIP2
C22orf43,STX16-NPEPL1
C22orf43,TAC3
C22orf43,TIGD4
C22orf43,TMPRSS13
C22orf43,TNS3
C22orf43,TPD52L1
C22orf43,TRIM74
C22orf43,UCN
C22orf43,VASN
C22orf43,VEPH1
C22orf43,VIT
C22orf43,VNN3
C2orf48,CD36
C2orf48,CKM
C2orf48,CLDN23
C2orf48,CTB-61M7.2
C2orf48,CYP1B1-AS1
C2orf48,CYP27A1
C2orf48,CYP3A5
C2orf48,DLG5
C2orf48,DNAH7
C2orf48,DNAJB13
C2orf48,DNAJC28
C2orf48,DNTT
C2orf48,ECM1
C2orf48,EPHB1
C2orf48,EPHB4
C2orf48,ESPL1
C2orf48,EVC2
C2orf48,FBN1
C2orf48,FCAR
C2orf48,FKBP9
C2orf48,GRIK4
C2orf48,GRIN2C
C2orf48,HCAR1
C2orf48,HCG20
C2orf48,HHIP-AS1
C2orf48,HSPG2
C2orf48,IL27
C2orf48,IQCD
C2orf48,KLHL14
C2orf48,KRT5
C2orf48,LIF
C2orf48,LINC00610
C2orf48,LONRF2
C2orf48,LRFN4
C2orf48,LRRC37A3
C2orf48,LRRC3DN
C2orf48,LRRC48
C2orf48,LURAP1
C2orf48,MAK
C2orf48,MFAP3L
C2orf48,MMP14
C2orf48,MMP9
C2orf48,MPRIP-AS1
C2orf48,MYO7A
C2orf48,NCS1
C2orf48,NLGN3
C2orf48,NODAL
C2orf48,NPIPA7
C2orf48,NRG1
C2orf48,OXER1
C2orf48,PADI2
C2orf48,PAH
C2orf48,PCDH1
C2orf48,PKD1L1
C2orf48,PPFIA4
C2orf48,PRKAR2B
C2orf48,PRKCDBP
C2orf48,PTGR1
C2orf48,PTX3
C2orf48,PVRL2
C2orf48,RAB26
C2orf48,RAB44
C2orf48,RAPGEFL1
C2orf48,RBMS3
C2orf48,RCVRN
C2orf48,RNF215
C2orf48,RTN4RL1
C2orf48,SELP
C2orf48,SEMA3C
C2orf48,SERINC4
C2orf48,SEZ6
C2orf48,SIGLEC15
C2orf48,SLC1A3
C2orf48,SLC32A1
C2orf48,SLC46A2
C2orf48,SLC4A3
C2orf48,SLC6A8
C2orf48,SLC6A9
C2orf48,SLCO5A1
C2orf48,SOGA2
C2orf48,STRIP2
C2orf48,STX16-NPEPL1
C2orf48,TAC3
C2orf48,TIGD4
C2orf48,TNS3
C2orf48,TPD52L1
C2orf48,UCN
C2orf48,VASN
C2orf48,VEPH1
C2orf48,VIT
C2orf48,VNN3
C8orf88,CYP3A5
C8orf88,DNTT
C8orf88,OXER1
C8orf88,VEPH1
CCDC135,CCDC149
CCDC135,CCDC170
CCDC135,CDC42EP1
CCDC135,DOCK1
CCDC135,ELANE
CCDC135,F2RL3
CCDC135,FAXDC2
CCDC135,FRMD3
CCDC135,FSTL3
CCDC135,GNAZ
CCDC135,HBA1
CCDC135,HBD
CCDC135,HBG1
CCDC135,HBG2
CCDC135,M1AP
CCDC135,MBOAT2
CCDC135,PARD3
CCDC135,PDZK1IP1
CCDC135,PF4V1
CCDC135,PPBP
CCDC135,PRTFDC1
CCDC135,SCGB1C1
CCDC135,SERINC2
CCDC135,SYCE3
CCDC135,WDR17
CCDC135,WLS
CCDC149,CCDC170
CCDC149,CD36
CCDC149,CYP3A5
CCDC149,DLG5
CCDC149,DOCK1
CCDC149,GRIN2C
CCDC149,JAG2
CCDC149,M1AP
CCDC149,MFAP3L
CCDC149,MMP14
CCDC149,NRG1
CCDC149,PADI2
CCDC149,PAH
CCDC149,PF4V1
CCDC149,PTGR1
CCDC149,PVRL2
CCDC149,RBPMS2
CCDC149,RNF215
CCDC149,SEMA3C
CCDC149,SIGLEC15
CCDC149,SYCE3
CCDC149,VEPH1
CCDC153,CCDC170
CCDC170,CD36
CCDC170,CDC42EP1
CCDC170,CRISPLD2
CCDC170,CXCL3
CCDC170,DERL3
CCDC170,DGKG
CCDC170,DNAH12
CCDC170,DOCK1
CCDC170,DOCK5
CCDC170,ELANE
CCDC170,F13A1
CCDC170,F2RL3
CCDC170,FAM212B-AS1
CCDC170,FRMD3
CCDC170,FSTL3
CCDC170,GNAZ
CCDC170,GP1BA
CCDC170,GP9
CCDC170,GUCY1B3
CCDC170,HBA1
CCDC170,HBD
CCDC170,HBG1
CCDC170,HBG2
CCDC170,ITGA2B
CCDC170,ITGB3
CCDC170,JAG2
CCDC170,LEFTY1
CCDC170,M1AP
CCDC170,MAOB
CCDC170,MBOAT2
CCDC170,MFAP3L
CCDC170,MMP14
CCDC170,PADI2
CCDC170,PARD3
CCDC170,PDGFC
CCDC170,PDZK1IP1
CCDC170,PF4
CCDC170,PF4V1
CCDC170,PLXNB2
CCDC170,PPBP
CCDC170,PRLR
CCDC170,PTGR1
CCDC170,PVRL2
CCDC170,RBPMS2
CCDC170,S1PR3
CCDC170,SCGB1C1
CCDC170,SERINC2
CCDC170,SGMS2
CCDC170,SLFN14
CCDC170,SYCE3
CCDC170,TDRD9
CCDC170,TDRP
CCDC170,TTC7B
CCDC170,WDR17
CCR8,CYP3A5
CD36,CYP3A5
CD36,DLG5
CD36,GRIN2C
CD36,HBD
CD36,KRT5
CD36,LONRF2
CD36,LRRC3DN
CD36,MFAP3L
CD36,MMP14
CD36,MPRIP-AS1
CD36,NCS1
CD36,NODAL
CD36,NRG1
CD36,OXER1
CD36,PADI2
CD36,PAH
CD36,PF4V1
CD36,PKD1L1
CD36,PPFIA4
CD36,PTGR1
CD36,PVRL2
CD36,RAB44
CD36,RCVRN
CD36,RNF215
CD36,SEMA3C
CD36,SEZ6
CD36,SIGLEC15
CD36,SLC46A2
CD36,SLC6A9
CD36,SOGA2
CD36,STRIP2
CD36,TIGD4
CD36,TNS3
CD36,VEPH1
CDC42EP1,HBA1
CDC42EP1,HBD
CDC42EP1,HBG1
CDC42EP1,HBG2
CDC42EP1,M1AP
CDC42EP1,WLS
CDKN2B,CYP3A5
CDKN2B,DLG5
CDKN2B,LONRF2
CDKN2B,NRG1
CDKN2B,PPFIA4
CDKN2B,SEMA3C
CDKN2B,VEPH1
CETP,HBA1
CETP,HBD
CETP,HBG1
CETP,HBG2
CETP,M1AP
CHRNA2,CYP3A5
CHRNA2,VEPH1
CHST13,CYP3A5
CHST13,DLG5
CHST13,LONRF2
CHST13,NRG1
CHST13,PPFIA4
CHST13,SEMA3C
CHST13,VEPH1
CKM,CLDN23
CKM,CTB-61M7.2
CKM,CYP1B1-AS1
CKM,CYP27A1
CKM,CYP3A5
CKM,DLG5
CKM,DNAH7
CKM,DNAJB13
CKM,DNAJC28
CKM,DNTT
CKM,ECM1
CKM,EPHB1
CKM,EPHB4
CKM,ESPL1
CKM,EVC2
CKM,FBN1
CKM,FCAR
CKM,FKBP9
CKM,GPR63
CKM,GRIK4
CKM,GRIN2C
CKM,HCAR1
CKM,HCG20
CKM,HHIP-AS1
CKM,HSPG2
CKM,IL27
CKM,IQCD
CKM,JADE3
CKM,KCTD19
CKM,KLHL14
CKM,KRT5
CKM,LIF
CKM,LINC00610
CKM,LINC00937
CKM,LINC01036
CKM,LONRF2
CKM,LRFN4
CKM,LRRC37A3
CKM,LRRC3DN
CKM,LRRC48
CKM,LURAP1
CKM,MAK
CKM,MFAP3L
CKM,MMP14
CKM,MMP9
CKM,MPPED2
CKM,MPRIP-AS1
CKM,MYO7A
CKM,NCS1
CKM,NLGN3
CKM,NODAL
CKM,NPIPA7
CKM,NRG1
CKM,OXER1
CKM,PADI2
CKM,PAH
CKM,PCDH1
CKM,PF4V1
CKM,PKD1L1
CKM,PNMT
CKM,PPFIA4
CKM,PRKAR2B
CKM,PRKCDBP
CKM,PTGR1
CKM,PTX3
CKM,PVRL2
CKM,RAB26
CKM,RAB44
CKM,RAPGEFL1
CKM,RBMS3
CKM,RCVRN
CKM,RNF215
CKM,RTN4RL1
CKM,SELP
CKM,SEMA3C
CKM,SERINC4
CKM,SEZ6
CKM,SIGLEC15
CKM,SLC1A3
CKM,SLC32A1
CKM,SLC46A2
CKM,SLC4A3
CKM,SLC6A8
CKM,SLC6A9
CKM,SLCO5A1
CKM,SOGA2
CKM,STRIP2
CKM,STX16-NPEPL1
CKM,TAC3
CKM,TIGD4
CKM,TNS3
CKM,TPD52L1
CKM,TRIM74
CKM,UCN
CKM,VASN
CKM,VEPH1
CKM,VIT
CKM,VNN3
CLCN4,CTB-61M7.2
CLCN4,CYP27A1
CLCN4,CYP3A5
CLCN4,DLG5
CLCN4,DNAH7
CLCN4,DNAJB13
CLCN4,DNAJC28
CLCN4,DNTT
CLCN4,ECM1
CLCN4,ESPL1
CLCN4,EVC2
CLCN4,FBN1
CLCN4,FCAR
CLCN4,GRIN2C
CLCN4,HCG20
CLCN4,HHIP-AS1
CLCN4,HSPG2
CLCN4,IL27
CLCN4,IQCD
CLCN4,KCTD19
CLCN4,KLHL14
CLCN4,KRT5
CLCN4,LIF
CLCN4,LONRF2
CLCN4,LRFN4
CLCN4,LURAP1
CLCN4,MPRIP-AS1
CLCN4,MYO7A
CLCN4,NCS1
CLCN4,NLGN3
CLCN4,NRG1
CLCN4,OXER1
CLCN4,PKD1L1
CLCN4,PPFIA4
CLCN4,PTX3
CLCN4,RAB44
CLCN4,RAPGEFL1
CLCN4,RBMS3
CLCN4,RCVRN
CLCN4,RTN4RL1
CLCN4,SEMA3C
CLCN4,SLC1A3
CLCN4,SLC32A1
CLCN4,SLC46A2
CLCN4,SLC4A3
CLCN4,SLC6A9
CLCN4,SOGA2
CLCN4,TAC3
CLCN4,TIGD4
CLCN4,TNS3
CLCN4,UCN
CLCN4,VASN
CLCN4,VEPH1
CLCN4,VNN3
CLDN22,CYP27A1
CLDN22,CYP3A5
CLDN22,DLG5
CLDN22,DNAJB13
CLDN22,DNAJC28
CLDN22,DNTT
CLDN22,FBN1
CLDN22,GRIN2C
CLDN22,HCG20
CLDN22,IL27
CLDN22,IQCD
CLDN22,KRT5
CLDN22,LONRF2
CLDN22,LRRC3DN
CLDN22,LURAP1
CLDN22,MPRIP-AS1
CLDN22,NCS1
CLDN22,NRG1
CLDN22,OXER1
CLDN22,PAH
CLDN22,PKD1L1
CLDN22,PPFIA4
CLDN22,PTX3
CLDN22,RAB44
CLDN22,RAPGEFL1
CLDN22,RBMS3
CLDN22,RCVRN
CLDN22,RTN4RL1
CLDN22,SEMA3C
CLDN22,SIGLEC15
CLDN22,SLC32A1
CLDN22,SLC46A2
CLDN22,SLC6A9
CLDN22,SOGA2
CLDN22,TAC3
CLDN22,TIGD4
CLDN22,TNS3
CLDN22,UCN
CLDN22,VEPH1
CLDN22,VNN3
CLDN23,CYP27A1
CLDN23,CYP3A5
CLDN23,DLG5
CLDN23,DNAH7
CLDN23,DNAJB13
CLDN23,DNAJC28
CLDN23,DNTT
CLDN23,ESPL1
CLDN23,FBN1
CLDN23,GRIN2C
CLDN23,HCG20
CLDN23,HHIP-AS1
CLDN23,IL27
CLDN23,IQCD
CLDN23,KLHL14
CLDN23,KRT5
CLDN23,LONRF2
CLDN23,LRFN4
CLDN23,LRRC3DN
CLDN23,LURAP1
CLDN23,MPRIP-AS1
CLDN23,MYO7A
CLDN23,NCS1
CLDN23,NLGN3
CLDN23,NODAL
CLDN23,NRG1
CLDN23,OXER1
CLDN23,PAH
CLDN23,PKD1L1
CLDN23,PPFIA4
CLDN23,PTGR1
CLDN23,PTX3
CLDN23,PVRL2
CLDN23,RAB44
CLDN23,RAPGEFL1
CLDN23,RBMS3
CLDN23,RCVRN
CLDN23,RNF215
CLDN23,RTN4RL1
CLDN23,SEMA3C
CLDN23,SEZ6
CLDN23,SIGLEC15
CLDN23,SLC1A3
CLDN23,SLC32A1
CLDN23,SLC46A2
CLDN23,SLC4A3
CLDN23,SLC6A9
CLDN23,SOGA2
CLDN23,STRIP2
CLDN23,STX16-NPEPL1
CLDN23,TAC3
CLDN23,TIGD4
CLDN23,TNS3
CLDN23,UCN
CLDN23,VASN
CLDN23,VEPH1
CLDN23,VNN3
CLDN5,CYP3A5
CLDN5,VEPH1
CLIC3,CYP3A5
CLIC3,DNTT
CLIC3,OXER1
CLIC3,UCN
CLIC3,VNN3
CRB2,CYP3A5
CRB2,DLG5
CRB2,DNTT
CRB2,KRT5
CRB2,LONRF2
CRB2,LURAP1
CRB2,MPRIP-AS1
CRB2,NCS1
CRB2,NRG1
CRB2,OXER1
CRB2,PKD1L1
CRB2,PPFIA4
CRB2,PTX3
CRB2,RAB44
CRB2,RCVRN
CRB2,SEMA3C
CRB2,SLC32A1
CRB2,SLC46A2
CRB2,SLC6A9
CRB2,SOGA2
CRB2,TIGD4
CRB2,UCN
CRB2,VEPH1
CRB2,VNN3
CRISPLD2,HBA1
CRISPLD2,HBD
CRISPLD2,HBG1
CRISPLD2,HBG2
CRISPLD2,M1AP
CRISPLD2,PARD3
CRISPLD2,WLS
CTB-61M7.2,CYP27A1
CTB-61M7.2,CYP3A5
CTB-61M7.2,DLG5
CTB-61M7.2,DNAH7
CTB-61M7.2,DNAJB13
CTB-61M7.2,DNAJC28
CTB-61M7.2,DNTT
CTB-61M7.2,ECM1
CTB-61M7.2,ESPL1
CTB-61M7.2,EVC2
CTB-61M7.2,FBN1
CTB-61M7.2,FCAR
CTB-61M7.2,GRIK4
CTB-61M7.2,GRIN2C
CTB-61M7.2,HCAR1
CTB-61M7.2,HCG20
CTB-61M7.2,HHIP-AS1
CTB-61M7.2,HSPG2
CTB-61M7.2,IL27
CTB-61M7.2,IQCD
CTB-61M7.2,KCTD19
CTB-61M7.2,KLHL14
CTB-61M7.2,KRT5
CTB-61M7.2,LIF
CTB-61M7.2,LONRF2
CTB-61M7.2,LRFN4
CTB-61M7.2,LRRC3DN
CTB-61M7.2,LURAP1
CTB-61M7.2,MPRIP-AS1
CTB-61M7.2,MYO7A
CTB-61M7.2,NCS1
CTB-61M7.2,NLGN3
CTB-61M7.2,NODAL
CTB-61M7.2,NRG1
CTB-61M7.2,OXER1
CTB-61M7.2,PAH
CTB-61M7.2,PKD1L1
CTB-61M7.2,PPFIA4
CTB-61M7.2,PTX3
CTB-61M7.2,RAB44
CTB-61M7.2,RAPGEFL1
CTB-61M7.2,RBMS3
CTB-61M7.2,RCVRN
CTB-61M7.2,RNF215
CTB-61M7.2,RTN4RL1
CTB-61M7.2,SEMA3C
CTB-61M7.2,SEZ6
CTB-61M7.2,SIGLEC15
CTB-61M7.2,SLC1A3
CTB-61M7.2,SLC32A1
CTB-61M7.2,SLC46A2
CTB-61M7.2,SLC4A3
CTB-61M7.2,SLC6A8
CTB-61M7.2,SLC6A9
CTB-61M7.2,SOGA2
CTB-61M7.2,STRIP2
CTB-61M7.2,STX16-NPEPL1
CTB-61M7.2,TAC3
CTB-61M7.2,TIGD4
CTB-61M7.2,TNS3
CTB-61M7.2,UCN
CTB-61M7.2,VASN
CTB-61M7.2,VEPH1
CTB-61M7.2,VNN3
CTRC,CYP27A1
CTRC,CYP3A5
CTRC,DLG5
CTRC,DNAJB13
CTRC,DNAJC28
CTRC,DNTT
CTRC,ESPL1
CTRC,GRIN2C
CTRC,HCG20
CTRC,IL27
CTRC,IQCD
CTRC,KRT5
CTRC,LONRF2
CTRC,LRRC3DN
CTRC,LURAP1
CTRC,MPRIP-AS1
CTRC,NCS1
CTRC,NRG1
CTRC,OXER1
CTRC,PAH
CTRC,PKD1L1
CTRC,PPFIA4
CTRC,PTX3
CTRC,PVRL2
CTRC,RAB44
CTRC,RAPGEFL1
CTRC,RBMS3
CTRC,RCVRN
CTRC,RTN4RL1
CTRC,SEMA3C
CTRC,SEZ6
CTRC,SIGLEC15
CTRC,SLC32A1
CTRC,SLC46A2
CTRC,SLC6A9
CTRC,SOGA2
CTRC,STRIP2
CTRC,TAC3
CTRC,TIGD4
CTRC,TNS3
CTRC,UCN
CTRC,VEPH1
CTRC,VNN3
CXCL3,CYP3A5
CXCL3,DLG5
CXCL3,DNAH12
CXCL3,DOCK1
CXCL3,DOCK5
CXCL3,FAM212B-AS1
CXCL3,FRMD3
CXCL3,GRIN2C
CXCL3,HBA1
CXCL3,HBD
CXCL3,HBG1
CXCL3,HBG2
CXCL3,JAG2
CXCL3,LRRC37A3
CXCL3,LRRC3DN
CXCL3,M1AP
CXCL3,MFAP3L
CXCL3,MMP14
CXCL3,MMP9
CXCL3,MPRIP-AS1
CXCL3,NRG1
CXCL3,PADI2
CXCL3,PAH
CXCL3,PARD3
CXCL3,PF4V1
CXCL3,PPFIA4
CXCL3,PTGR1
CXCL3,PVRL2
CXCL3,RBPMS2
CXCL3,RNF215
CXCL3,S1PR3
CXCL3,SEMA3C
CXCL3,SEZ6
CXCL3,SIGLEC15
CXCL3,SYCE3
CXCL3,VEPH1
CXCL3,VIT
CXCL3,WLS
CYP1B1-AS1,CYP27A1
CYP1B1-AS1,CYP3A5
CYP1B1-AS1,DLG5
CYP1B1-AS1,DNAH7
CYP1B1-AS1,DNAJB13
CYP1B1-AS1,DNAJC28
CYP1B1-AS1,DNTT
CYP1B1-AS1,ECM1
CYP1B1-AS1,EPHB1
CYP1B1-AS1,EPHB4
CYP1B1-AS1,ESPL1
CYP1B1-AS1,FBN1
CYP1B1-AS1,FKBP9
CYP1B1-AS1,GRIK4
CYP1B1-AS1,GRIN2C
CYP1B1-AS1,HCG20
CYP1B1-AS1,HHIP-AS1
CYP1B1-AS1,HSPG2
CYP1B1-AS1,IL27
CYP1B1-AS1,IQCD
CYP1B1-AS1,KLHL14
CYP1B1-AS1,KRT5
CYP1B1-AS1,LINC00610
CYP1B1-AS1,LONRF2
CYP1B1-AS1,LRFN4
CYP1B1-AS1,LRRC37A3
CYP1B1-AS1,LRRC3DN
CYP1B1-AS1,LRRC48
CYP1B1-AS1,LURAP1
CYP1B1-AS1,MAK
CYP1B1-AS1,MFAP3L
CYP1B1-AS1,MMP14
CYP1B1-AS1,MMP9
CYP1B1-AS1,MPPED2
CYP1B1-AS1,MPRIP-AS1
CYP1B1-AS1,MYO7A
CYP1B1-AS1,NCS1
CYP1B1-AS1,NLGN3
CYP1B1-AS1,NODAL
CYP1B1-AS1,NPIPA7
CYP1B1-AS1,NRG1
CYP1B1-AS1,OXER1
CYP1B1-AS1,PADI2
CYP1B1-AS1,PAH
CYP1B1-AS1,PF4V1
CYP1B1-AS1,PKD1L1
CYP1B1-AS1,PPFIA4
CYP1B1-AS1,PTGR1
CYP1B1-AS1,PTX3
CYP1B1-AS1,PVRL2
CYP1B1-AS1,RAB44
CYP1B1-AS1,RAPGEFL1
CYP1B1-AS1,RBMS3
CYP1B1-AS1,RCVRN
CYP1B1-AS1,RNF215
CYP1B1-AS1,RTN4RL1
CYP1B1-AS1,SELP
CYP1B1-AS1,SEMA3C
CYP1B1-AS1,SERINC4
CYP1B1-AS1,SEZ6
CYP1B1-AS1,SIGLEC15
CYP1B1-AS1,SLC1A3
CYP1B1-AS1,SLC32A1
CYP1B1-AS1,SLC46A2
CYP1B1-AS1,SLC4A3
CYP1B1-AS1,SLC6A9
CYP1B1-AS1,SOGA2
CYP1B1-AS1,STRIP2
CYP1B1-AS1,STX16-NPEPL1
CYP1B1-AS1,TAC3
CYP1B1-AS1,TIGD4
CYP1B1-AS1,TNS3
CYP1B1-AS1,TPD52L1
CYP1B1-AS1,UCN
CYP1B1-AS1,VASN
CYP1B1-AS1,VEPH1
CYP1B1-AS1,VIT
CYP1B1-AS1,VNN3
CYP27A1,CYP3A5
CYP27A1,DLG5
CYP27A1,DNAH7
CYP27A1,DNAJB13
CYP27A1,DNAJC28
CYP27A1,DNTT
CYP27A1,ECM1
CYP27A1,ESPL1
CYP27A1,EVC2
CYP27A1,FBN1
CYP27A1,FCAR
CYP27A1,FKBP9
CYP27A1,GPR63
CYP27A1,GRIK4
CYP27A1,GRIN2C
CYP27A1,HCAR1
CYP27A1,HCG20
CYP27A1,HCN3
CYP27A1,HHIP-AS1
CYP27A1,HSPG2
CYP27A1,IL27
CYP27A1,IQCD
CYP27A1,JADE3
CYP27A1,KCTD19
CYP27A1,KLHL14
CYP27A1,KRT5
CYP27A1,LIF
CYP27A1,LONRF2
CYP27A1,LRFN4
CYP27A1,LRRC3DN
CYP27A1,LURAP1
CYP27A1,MAK
CYP27A1,MPRIP-AS1
CYP27A1,MYO7A
CYP27A1,NCS1
CYP27A1,NLGN3
CYP27A1,NODAL
CYP27A1,NRG1
CYP27A1,NXN
CYP27A1,OXER1
CYP27A1,PAH
CYP27A1,PKD1L1
CYP27A1,PPFIA4
CYP27A1,PRKCDBP
CYP27A1,PTGR1
CYP27A1,PTX3
CYP27A1,PVRL2
CYP27A1,RAB44
CYP27A1,RAPGEFL1
CYP27A1,RBMS3
CYP27A1,RCVRN
CYP27A1,RNF215
CYP27A1,RTN4RL1
CYP27A1,SEMA3C
CYP27A1,SEZ6
