Gene1,Gene2
SPI1,DNAH7
LYL1,DNAH7
TSC22D1,DNAH7
MAFG,DNAH7
GFI1B,DNAH7
HOPX,DNAH7
MAX,DNAJB13
CEBPD,DNAJB13
IRF8,DNAJB13
ZNF618,DNAJB13
ZNF683,DNAJB13
ID3,DNAJB13
JUN,DNAJB13
JUND,DNAJB13
FOSB,DNAJB13
DNAJC1,DNAJB13
SPI1,DNAJB13
SPIB,DNAJB13
LYL1,DNAJB13
HOPX,DNAJB13
IRF7,DNAJB13
CEBPD,DNAJC28
MAX,DNAJC28
RXRA,DNAJC28
ID3,DNAJC28
ZNF683,DNAJC28
ARID3A,DNAJC28
ASCL2,DNAJC28
JUN,DNAJC28
JUND,DNAJC28
FOSB,DNAJC28
DNAJC1,DNAJC28
SPI1,DNAJC28
LYL1,DNAJC28
HOPX,DNAJC28
IRF7,DNAJC28
ZNF366,DNASE1L3
CEBPD,DNASE1L3
IRF8,DNASE1L3
L3MBTL4,DNASE1L3
JUN,DNASE1L3
WDHD1,DNASE1L3
DNAJC1,DNASE1L3
SPIB,DNASE1L3
SPI1,DNASE1L3
MAFG,DNASE1L3
CUX2,DNASE1L3
ZGLP1,DNASE1L3
IRF7,DNASE1L3
MYBL2,DNASE1L3
MYCL,DNASE1L3
MAX,DNTT
CEBPD,DNTT
ID1,DNTT
ID3,DNTT
JUN,DNTT
JUND,DNTT
FOSB,DNTT
DNAJC1,DNTT
SPI1,DNTT
SPIB,DNTT
TSC22D1,DNTT
LYL1,DNTT
HLX,DNTT
HOPX,DNTT
IRF8,DNTT
MAX,DOCK1
CEBPD,DOCK1
ID3,DOCK1
ASCL2,DOCK1
JUN,DOCK1
JUND,DOCK1
NFE2,DOCK1
DNAJC1,DOCK1
LYL1,DOCK1
SPI1,DOCK1
HOPX,DOCK1
GFI1B,DOCK1
IRF7,DOCK1
IRF8,DOCK1
MYCL,DOCK1
MAX,DOCK5
CEBPD,DOCK5
RXRA,DOCK5
ID1,DOCK5
ARID3A,DOCK5
ASCL2,DOCK5
JUN,DOCK5
JUND,DOCK5
NFE2,DOCK5
FOSB,DOCK5
SPI1,DOCK5
LYL1,DOCK5
TSC22D1,DOCK5
IRF7,DOCK5
MYCL,DOCK5
CREB5,DRD4
MAX,DRD4
CEBPD,DRD4
IRF8,DRD4
RXRA,DRD4
JUN,DRD4
JUND,DRD4
DNAJC1,DRD4
SPIB,DRD4
LYL1,DRD4
ZFHX3,DRD4
ZGLP1,DRD4
IRF7,DRD4
MYBL2,DRD4
MYCL,DRD4
CEBPD,DTNA
RXRA,DTNA
ID1,DTNA
ID3,DTNA
JUN,DTNA
JUND,DTNA
NFE2,DTNA
SPI1,DTNA
SPIB,DTNA
LYL1,DTNA
TSC22D1,DTNA
HLX,DTNA
ZGLP1,DTNA
IRF7,DTNA
MYCL,DTNA
MAX,DTX2
CEBPD,DTX2
VENTX,DTX2
RXRA,DTX2
ARID3A,DTX2
JUN,DTX2
JUND,DTX2
NFE2,DTX2
FOSB,DTX2
DNAJC1,DTX2
SPIB,DTX2
SPI1,DTX2
MAFG,DTX2
IRF7,DTX2
IRF8,DTX2
MAX,DUSP23
CEBPD,DUSP23
ZNF618,DUSP23
RXRA,DUSP23
JDP2,DUSP23
ASCL2,DUSP23
JUN,DUSP23
JUND,DUSP23
FOSB,DUSP23
SPI1,DUSP23
LYL1,DUSP23
SATB2,DUSP23
MAFG,DUSP23
NR6A1,DUSP23
HOPX,DUSP23
MAX,DYRK3
CEBPD,DYRK3
IRF8,DYRK3
ZNF683,DYRK3
ID3,DYRK3
ASCL2,DYRK3
JUN,DYRK3
JUND,DYRK3
FOSB,DYRK3
DNAJC1,DYRK3
SPI1,DYRK3
SPIB,DYRK3
LYL1,DYRK3
HOPX,DYRK3
IRF7,DYRK3
ZNF366,DYSF
CEBPD,DYSF
MAX,DYSF
ID1,DYSF
RXRA,DYSF
ARID3A,DYSF
ASCL2,DYSF
JUN,DYSF
JUND,DYSF
FOSB,DYSF
ATOH8,DYSF
SPI1,DYSF
LYL1,DYSF
HOPX,DYSF
IRF7,DYSF
MAX,ECM1
CEBPD,ECM1
ID1,ECM1
ID3,ECM1
ASCL2,ECM1
JUN,ECM1
JUND,ECM1
FOSB,ECM1
DNAJC1,ECM1
LYL1,ECM1
SPI1,ECM1
TSC22D1,ECM1
HOPX,ECM1
IRF7,ECM1
IRF8,ECM1
MAX,EDEM3
CEBPD,EDEM3
ZNF470,EDEM3
AIRE,EDEM3
ID1,EDEM3
ZNF683,EDEM3
RXRA,EDEM3
THAP9,EDEM3
ASCL2,EDEM3
JUN,EDEM3
FOSB,EDEM3
DNAJC1,EDEM3
HLX,EDEM3
CUX2,EDEM3
MYBL2,EDEM3
MAX,EDN1
CEBPD,EDN1
ARID3A,EDN1
RXRA,EDN1
ID3,EDN1
JDP2,EDN1
ASCL2,EDN1
JUN,EDN1
JUND,EDN1
NFE2,EDN1
SPI1,EDN1
LYL1,EDN1
ZFHX3,EDN1
ZNF132,EDN1
HOPX,EDN1
CREB5,EFHD2
CEBPD,EFHD2
VENTX,EFHD2
ZNF683,EFHD2
ID3,EFHD2
RXRA,EFHD2
ASCL2,EFHD2
JUN,EFHD2
JUND,EFHD2
FOSB,EFHD2
ATOH8,EFHD2
DNAJC1,EFHD2
SPI1,EFHD2
SATB2,EFHD2
HOPX,EFHD2
MAX,EGFL7
CEBPD,EGFL7
MEIS1,EGFL7
RXRA,EGFL7
JUN,EGFL7
NFE2,EGFL7
FOSB,EGFL7
PBX1,EGFL7
GRHL1,EGFL7
SPI1,EGFL7
LYL1,EGFL7
TSC22D1,EGFL7
ZGLP1,EGFL7
GFI1B,EGFL7
IRF8,EGFL7
CEBPD,EHBP1L1
RXRA,EHBP1L1
ID1,EHBP1L1
JUN,EHBP1L1
JUND,EHBP1L1
NFE2,EHBP1L1
FOSB,EHBP1L1
ATOH8,EHBP1L1
SPI1,EHBP1L1
LYL1,EHBP1L1
MAFG,EHBP1L1
HLX,EHBP1L1
ZGLP1,EHBP1L1
ZNF132,EHBP1L1
MYCL,EHBP1L1
MAX,EHD3
TAL1,EHD3
MEIS1,EHD3
ID1,EHD3
JUND,EHD3
NFE2,EHD3
PBX1,EHD3
GRHL1,EHD3
SPI1,EHD3
LYL1,EHD3
TSC22D1,EHD3
MAFG,EHD3
ZGLP1,EHD3
GFI1B,EHD3
IRX3,EHD3
MAX,ELANE
CEBPD,ELANE
RXRA,ELANE
ID1,ELANE
ASCL2,ELANE
JUN,ELANE
JUND,ELANE
NFE2,ELANE
FOSB,ELANE
DNAJC1,ELANE
LYL1,ELANE
SPI1,ELANE
MAFG,ELANE
GFI1B,ELANE
HOPX,ELANE
CREB5,EMILIN2
CEBPD,EMILIN2
ZNF503,EMILIN2
VENTX,EMILIN2
ID1,EMILIN2
RXRA,EMILIN2
JUN,EMILIN2
JUND,EMILIN2
FOSB,EMILIN2
DNAJC1,EMILIN2
LYL1,EMILIN2
SPI1,EMILIN2
HLX,EMILIN2
IRF7,EMILIN2
IRF8,EMILIN2
MAX,ENKUR
TAL1,ENKUR
MEIS1,ENKUR
JUN,ENKUR
MITF,ENKUR
NFE2,ENKUR
PBX1,ENKUR
GRHL1,ENKUR
LYL1,ENKUR
TSC22D1,ENKUR
MAFG,ENKUR
ZGLP1,ENKUR
GFI1B,ENKUR
HOPX,ENKUR
IRX3,ENKUR
CREB5,ENTPD1
MAX,ENTPD1
CEBPD,ENTPD1
ZNF618,ENTPD1
ID1,ENTPD1
ZNF683,ENTPD1
RXRA,ENTPD1
JDP2,ENTPD1
JUN,ENTPD1
JUND,ENTPD1
FOSB,ENTPD1
SPI1,ENTPD1
LYL1,ENTPD1
MAFG,ENTPD1
ZFHX3,ENTPD1
MAX,EPDR1
TAL1,EPDR1
IRF8,EPDR1
ZNF683,EPDR1
ASCL2,EPDR1
NFE2,EPDR1
DNAJC1,EPDR1
SPI1,EPDR1
SPIB,EPDR1
TSC22D1,EPDR1
LYL1,EPDR1
GRHL1,EPDR1
HOPX,EPDR1
MYBL2,EPDR1
MYCL,EPDR1
MAX,EPHB1
CEBPD,EPHB1
IRF8,EPHB1
ARID3A,EPHB1
ID1,EPHB1
JUN,EPHB1
JUND,EPHB1
FOSB,EPHB1
DNAJC1,EPHB1
SPIB,EPHB1
LYL1,EPHB1
SPI1,EPHB1
HOPX,EPHB1
IRF7,EPHB1
MYBL2,EPHB1
MAX,EPHB2
CEBPD,EPHB2
RXRA,EPHB2
ID1,EPHB2
ZNF683,EPHB2
ARID3A,EPHB2
JUN,EPHB2
JUND,EPHB2
NFE2,EPHB2
FOSB,EPHB2
DNAJC1,EPHB2
LYL1,EPHB2
SPI1,EPHB2
ZFHX3,EPHB2
HOPX,EPHB2
MAX,EPHB4
CEBPD,EPHB4
ZNF618,EPHB4
ID3,EPHB4
JUN,EPHB4
JUND,EPHB4
NFE2,EPHB4
FOSB,EPHB4
DNAJC1,EPHB4
SPI1,EPHB4
LYL1,EPHB4
TSC22D1,EPHB4
MAFG,EPHB4
GFI1B,EPHB4
HOPX,EPHB4
CEBPD,EREG
ZNF503,EREG
ASCL2,EREG
JUND,EREG
JUN,EREG
FOSB,EREG
DNAJC1,EREG
SPIB,EREG
LYL1,EREG
TSC22D1,EREG
SPI1,EREG
MAFG,EREG
HLX,EREG
IRF7,EREG
MYCL,EREG
MAX,ESAM
TAL1,ESAM
MEIS1,ESAM
JUN,ESAM
MITF,ESAM
WDHD1,ESAM
NFE2,ESAM
PBX1,ESAM
GRHL1,ESAM
LYL1,ESAM
TSC22D1,ESAM
MAFG,ESAM
ZGLP1,ESAM
GFI1B,ESAM
IRF7,ESAM
MAX,ESPL1
CEBPD,ESPL1
IRF8,ESPL1
ZNF683,ESPL1
ID3,ESPL1
ASCL2,ESPL1
JUN,ESPL1
JUND,ESPL1
FOSB,ESPL1
DNAJC1,ESPL1
SPI1,ESPL1
SPIB,ESPL1
LYL1,ESPL1
HOPX,ESPL1
MYBL2,ESPL1
MAX,EVC2
CEBPD,EVC2
ZNF683,EVC2
AIRE,EVC2
ID3,EVC2
JUN,EVC2
JUND,EVC2
FOSB,EVC2
DNAJC1,EVC2
SPI1,EVC2
SPIB,EVC2
TSC22D1,EVC2
LYL1,EVC2
HOPX,EVC2
ZNF233,EVC2
CEBPD,EXOC3L1
ZNF503,EXOC3L1
ID1,EXOC3L1
ARID3A,EXOC3L1
JUN,EXOC3L1
JUND,EXOC3L1
FOSB,EXOC3L1
ATOH8,EXOC3L1
SPI1,EXOC3L1
LYL1,EXOC3L1
HLX,EXOC3L1
ZGLP1,EXOC3L1
ZNF114,EXOC3L1
ZFHX3,EXOC3L1
IRF7,EXOC3L1
MAX,F13A1
TAL1,F13A1
MEIS1,F13A1
JUN,F13A1
JUND,F13A1
NFE2,F13A1
PBX1,F13A1
SPI1,F13A1
LYL1,F13A1
GRHL1,F13A1
TSC22D1,F13A1
MAFG,F13A1
ZGLP1,F13A1
GFI1B,F13A1
HOPX,F13A1
MAX,F2RL3
TAL1,F2RL3
CEBPD,F2RL3
MEIS1,F2RL3
JUN,F2RL3
MITF,F2RL3
NFE2,F2RL3
PBX1,F2RL3
GRHL1,F2RL3
SPI1,F2RL3
LYL1,F2RL3
TSC22D1,F2RL3
MAFG,F2RL3
ZGLP1,F2RL3
GFI1B,F2RL3
MAX,FADS2
TAL1,FADS2
CEBPD,FADS2
ARID3A,FADS2
ASCL2,FADS2
JUN,FADS2
NFE2,FADS2
FOSB,FADS2
DNAJC1,FADS2
GRHL1,FADS2
TSC22D1,FADS2
ZGLP1,FADS2
GFI1B,FADS2
IRF7,FADS2
MYBL2,FADS2
ZNF366,FAM127C
MAX,FAM127C
TAL1,FAM127C
CEBPD,FAM127C
ASCL2,FAM127C
JUN,FAM127C
JUND,FAM127C
NFE2,FAM127C
PBX1,FAM127C
GRHL1,FAM127C
SPI1,FAM127C
LYL1,FAM127C
TSC22D1,FAM127C
MAFG,FAM127C
GFI1B,FAM127C
CEBPD,FAM129B
ID1,FAM129B
ARID3A,FAM129B
JDP2,FAM129B
THAP9,FAM129B
ASCL2,FAM129B
JUN,FAM129B
JUND,FAM129B
NFE2,FAM129B
FOSB,FAM129B
DNAJC1,FAM129B
LYL1,FAM129B
SPI1,FAM129B
MAFG,FAM129B
ZFHX3,FAM129B
MAX,FAM20C
CEBPD,FAM20C
ID1,FAM20C
ID3,FAM20C
ELF3,FAM20C
ZNF683,FAM20C
RXRA,FAM20C
JUN,FAM20C
JUND,FAM20C
NFE2,FAM20C
FOSB,FAM20C
SPI1,FAM20C
ZFHX3,FAM20C
HOPX,FAM20C
IRF8,FAM20C
MAX,FAM212B
TAL1,FAM212B
MEIS1,FAM212B
JUND,FAM212B
MITF,FAM212B
NFE2,FAM212B
PBX1,FAM212B
GRHL1,FAM212B
SPIB,FAM212B
LYL1,FAM212B
TSC22D1,FAM212B
MAFG,FAM212B
ZGLP1,FAM212B
GFI1B,FAM212B
MYBL2,FAM212B
MAX,FAM212B-AS1
TAL1,FAM212B-AS1
CEBPD,FAM212B-AS1
MEIS1,FAM212B-AS1
JUN,FAM212B-AS1
NFE2,FAM212B-AS1
FOSB,FAM212B-AS1
PBX1,FAM212B-AS1
GRHL1,FAM212B-AS1
LYL1,FAM212B-AS1
TSC22D1,FAM212B-AS1
MAFG,FAM212B-AS1
ZGLP1,FAM212B-AS1
GFI1B,FAM212B-AS1
IRF8,FAM212B-AS1
CEBPD,FAM26F
IRF8,FAM26F
RXRA,FAM26F
ASCL2,FAM26F
JUN,FAM26F
JUND,FAM26F
FOSB,FAM26F
ATOH8,FAM26F
SPI1,FAM26F
SPIB,FAM26F
LYL1,FAM26F
HOPX,FAM26F
ZGLP1,FAM26F
IRF7,FAM26F
MYBL2,FAM26F
MAX,FAM46B
CEBPD,FAM46B
RXRA,FAM46B
AIRE,FAM46B
ID3,FAM46B
JUN,FAM46B
ATOH8,FAM46B
FOSB,FAM46B
DNAJC1,FAM46B
LYL1,FAM46B
SPI1,FAM46B
HOPX,FAM46B
ZFHX3,FAM46B
IRF7,FAM46B
IRF8,FAM46B
MAX,FAXDC2
TAL1,FAXDC2
MEIS1,FAXDC2
JUN,FAXDC2
JUND,FAXDC2
NFE2,FAXDC2
FOSB,FAXDC2
PBX1,FAXDC2
GRHL1,FAXDC2
LYL1,FAXDC2
TSC22D1,FAXDC2
MAFG,FAXDC2
ZGLP1,FAXDC2
GFI1B,FAXDC2
IRX3,FAXDC2
MAX,FBN1
CEBPD,FBN1
ZNF683,FBN1
ID1,FBN1
ID3,FBN1
JUN,FBN1
JUND,FBN1
NFE2,FBN1
DNAJC1,FBN1
SPIB,FBN1
LYL1,FBN1
SPI1,FBN1
GFI1B,FBN1
HOPX,FBN1
MYBL2,FBN1
MAX,FBN2
CEBPD,FBN2
ZNF683,FBN2
ARID3A,FBN2
ASCL2,FBN2
JUN,FBN2
JUND,FBN2
NFE2,FBN2
FOSB,FBN2
SPI1,FBN2
LYL1,FBN2
TSC22D1,FBN2
HLX,FBN2
IRF7,FBN2
IRF8,FBN2
CEBPD,FCAR
RXRA,FCAR
ARID3A,FCAR
ID1,FCAR
ID3,FCAR
ASCL2,FCAR
JUN,FCAR
JUND,FCAR
FOSB,FCAR
DNAJC1,FCAR
LYL1,FCAR
SPI1,FCAR
HOPX,FCAR
IRF8,FCAR
MYCL,FCAR
ZNF366,FCER1A
CEBPD,FCER1A
ZNF503,FCER1A
CREB5,FCER1A
ID1,FCER1A
ID3,FCER1A
JUN,FCER1A
FOSB,FCER1A
SPI1,FCER1A
SPIB,FCER1A
LYL1,FCER1A
HLX,FCER1A
ZFHX3,FCER1A
IRF8,FCER1A
MYCL,FCER1A
CEBPD,FCER1G
IRF8,FCER1G
RXRA,FCER1G
ASCL2,FCER1G
JUN,FCER1G
JUND,FCER1G
NFE2,FCER1G
SPI1,FCER1G
SPIB,FCER1G
LYL1,FCER1G
IRF7,FCER1G
ZGLP1,FCER1G
GFI1B,FCER1G
HOPX,FCER1G
MYBL2,FCER1G
MAX,FCER2
CEBPD,FCER2
TCFL5,FCER2
IRF8,FCER2
ELF3,FCER2
ID3,FCER2
JUN,FCER2
JUND,FCER2
SPI1,FCER2
SPIB,FCER2
LYL1,FCER2
HOPX,FCER2
HLX,FCER2
IRF7,FCER2
MYBL2,FCER2
MAX,FCGR1A
ZNF503,FCGR1A
CEBPD,FCGR1A
AIRE,FCGR1A
ID1,FCGR1A
JUN,FCGR1A
JUND,FCGR1A
NFE2,FCGR1A
FOSB,FCGR1A
SPI1,FCGR1A
LYL1,FCGR1A
HLX,FCGR1A
ZGLP1,FCGR1A
IRF7,FCGR1A
MYCL,FCGR1A
CEBPD,FCGR1B
TCFL5,FCGR1B
VENTX,FCGR1B
L3MBTL4,FCGR1B
ID1,FCGR1B
RXRA,FCGR1B
ASCL2,FCGR1B
JUND,FCGR1B
FOSB,FCGR1B
DNAJC1,FCGR1B
SPI1,FCGR1B
MAFG,FCGR1B
HLX,FCGR1B
ZNF114,FCGR1B
ZNF205,FCGR1B
CEBPD,FCGR3A
RXRA,FCGR3A
ZNF683,FCGR3A
ID3,FCGR3A
ASCL2,FCGR3A
JUN,FCGR3A
JUND,FCGR3A
NFE2,FCGR3A
FOSB,FCGR3A
DNAJC1,FCGR3A
SPI1,FCGR3A
SPIB,FCGR3A
LYL1,FCGR3A
GFI1B,FCGR3A
HOPX,FCGR3A
CREB5,FCN1
CEBPD,FCN1
ZNF503,FCN1
ID1,FCN1
RXRA,FCN1
ARID3A,FCN1
JUN,FCN1
JUND,FCN1
NFE2,FCN1
FOSB,FCN1
SPI1,FCN1
LYL1,FCN1
ZGLP1,FCN1
HOPX,FCN1
MYCL,FCN1
MAX,FERMT3
TAL1,FERMT3
MEIS1,FERMT3
JUN,FERMT3
NFE2,FERMT3
PBX1,FERMT3
SPI1,FERMT3
LYL1,FERMT3
GRHL1,FERMT3
TSC22D1,FERMT3
MAFG,FERMT3
ZGLP1,FERMT3
GFI1B,FERMT3
HOPX,FERMT3
IRX3,FERMT3
CEBPD,FES
ZNF503,FES
MAX,FES
ZNF618,FES
ID1,FES
ID3,FES
RXRA,FES
JUN,FES
JUND,FES
FOSB,FES
ATOH8,FES
SPI1,FES
ZFHX3,FES
ZGLP1,FES
IRF8,FES
CEBPD,FFAR4
MAX,FFAR4
ZNF618,FFAR4
RXRA,FFAR4
ID3,FFAR4
JDP2,FFAR4
JUN,FFAR4
JUND,FFAR4
FOSB,FFAR4
DNAJC1,FFAR4
LYL1,FFAR4
SPI1,FFAR4
TSC22D1,FFAR4
ZGLP1,FFAR4
HOPX,FFAR4
MAX,FGFBP2
CEBPD,FGFBP2
RORB,FGFBP2
ZNF683,FGFBP2
ID3,FGFBP2
ASCL2,FGFBP2
JUN,FGFBP2
JUND,FGFBP2
FOSB,FGFBP2
DNAJC1,FGFBP2
SPI1,FGFBP2
SPIB,FGFBP2
LYL1,FGFBP2
HOPX,FGFBP2
IRF7,FGFBP2
CEBPD,FGR
RXRA,FGR
ZNF683,FGR
ID3,FGR
ASCL2,FGR
JUN,FGR
JUND,FGR
NFE2,FGR
FOSB,FGR
DNAJC1,FGR
SPI1,FGR
LYL1,FGR
ZGLP1,FGR
GFI1B,FGR
HOPX,FGR
MAX,FKBP9
CEBPD,FKBP9
IRF8,FKBP9
ZNF683,FKBP9
ID3,FKBP9
ASCL2,FKBP9
JUN,FKBP9
JUND,FKBP9
FOSB,FKBP9
DNAJC1,FKBP9
SPI1,FKBP9
SPIB,FKBP9
LYL1,FKBP9
HOPX,FKBP9
IRF7,FKBP9
CREB5,FOLR2
MAX,FOLR2
CEBPD,FOLR2
VENTX,FOLR2
ID1,FOLR2
ARID3A,FOLR2
ASCL2,FOLR2
JUN,FOLR2
JUND,FOLR2
MITF,FOLR2
NFE2,FOLR2
FOSB,FOLR2
SPI1,FOLR2
HLX,FOLR2
ZFHX3,FOLR2
CEBPD,FOLR3
RXRA,FOLR3
JUN,FOLR3
JUND,FOLR3
NFE2,FOLR3
FOSB,FOLR3
DNAJC1,FOLR3
LYL1,FOLR3
SPI1,FOLR3
TSC22D1,FOLR3
MAFG,FOLR3
HLX,FOLR3
ZGLP1,FOLR3
ZFHX3,FOLR3
IRF8,FOLR3
CEBPD,FPR1
ZNF503,FPR1
ZNF618,FPR1
ID1,FPR1
RXRA,FPR1
JUN,FPR1
JUND,FPR1
NFE2,FPR1
FOSB,FPR1
ATOH8,FPR1
SPI1,FPR1
NR6A1,FPR1
MAFG,FPR1
ZGLP1,FPR1
IRF7,FPR1
MAX,FRMD3
TAL1,FRMD3
MEIS1,FRMD3
JUN,FRMD3
MITF,FRMD3
NFE2,FRMD3
PBX1,FRMD3
GRHL1,FRMD3
SPI1,FRMD3
LYL1,FRMD3
TSC22D1,FRMD3
MAFG,FRMD3
ZGLP1,FRMD3
GFI1B,FRMD3
HOPX,FRMD3
MAX,FSTL1
TAL1,FSTL1
MEIS1,FSTL1
JUN,FSTL1
JUND,FSTL1
MITF,FSTL1
NFE2,FSTL1
PBX1,FSTL1
GRHL1,FSTL1
LYL1,FSTL1
TSC22D1,FSTL1
MAFG,FSTL1
ZGLP1,FSTL1
GFI1B,FSTL1
IRF7,FSTL1
CREB5,FSTL3
MAX,FSTL3
CEBPD,FSTL3
IRF8,FSTL3
ARID3A,FSTL3
ASCL2,FSTL3
JUN,FSTL3
JUND,FSTL3
NFE2,FSTL3
FOSB,FSTL3
SPI1,FSTL3
LYL1,FSTL3
ZFHX3,FSTL3
HOPX,FSTL3
IRF7,FSTL3
MAX,FTH1
CEBPD,FTH1
RXRA,FTH1
JUN,FTH1
JUND,FTH1
NFE2,FTH1
FOSB,FTH1
SPI1,FTH1
SPIB,FTH1
LYL1,FTH1
TSC22D1,FTH1
ZGLP1,FTH1
GFI1B,FTH1
HOPX,FTH1
IRF7,FTH1
CEBPD,FTL
RXRA,FTL
ID1,FTL
ARID3A,FTL
JDP2,FTL
JUN,FTL
JUND,FTL
NFE2,FTL
FOSB,FTL
SPI1,FTL
SPIB,FTL
LYL1,FTL
ZFHX3,FTL
ZGLP1,FTL
HOPX,FTL
MAX,FXYD6
CEBPD,FXYD6
VENTX,FXYD6
ID1,FXYD6
ELF3,FXYD6
RXRA,FXYD6
ARID3A,FXYD6
JUN,FXYD6
JUND,FXYD6
FOSB,FXYD6
DNAJC1,FXYD6
LYL1,FXYD6
SPI1,FXYD6
IRF7,FXYD6
IRF8,FXYD6
MAX,FZD2
CEBPD,FZD2
VENTX,FZD2
IRF8,FZD2
ID1,FZD2
ARID3A,FZD2
JUN,FZD2
JUND,FZD2
FOSB,FZD2
SPI1,FZD2
SPIB,FZD2
LYL1,FZD2
MAFG,FZD2
ZFHX3,FZD2
MYBL2,FZD2
CREB5,G0S2
CEBPD,G0S2
ZNF503,G0S2
ID1,G0S2
ID3,G0S2
RXRA,G0S2
ASCL2,G0S2
JUN,G0S2
JUND,G0S2
NFE2,G0S2
FOSB,G0S2
SPI1,G0S2
LYL1,G0S2
MAFG,G0S2
ZNF205,G0S2
MAX,GABRD
TAL1,GABRD
CEBPD,GABRD
MEIS1,GABRD
JDP2,GABRD
NFE2,GABRD
PBX1,GABRD
SPI1,GABRD
LYL1,GABRD
GRHL1,GABRD
TSC22D1,GABRD
MAFG,GABRD
ZGLP1,GABRD
GFI1B,GABRD
IRF7,GABRD
MAX,GAS2L1
TAL1,GAS2L1
CEBPD,GAS2L1
MEIS1,GAS2L1
RXRA,GAS2L1
JUN,GAS2L1
NFE2,GAS2L1
PBX1,GAS2L1
GRHL1,GAS2L1
SPI1,GAS2L1
LYL1,GAS2L1
TSC22D1,GAS2L1
MAFG,GAS2L1
ZGLP1,GAS2L1
GFI1B,GAS2L1
CEBPD,GGA1
IRF8,GGA1
ZNF562,GGA1
ZNF683,GGA1
ID1,GGA1
ID3,GGA1
ASCL2,GGA1
JUN,GGA1
FOSB,GGA1
DNAJC1,GGA1
SPI1,GGA1
SPIB,GGA1
ZFHX3,GGA1
HOPX,GGA1
IRF7,GGA1
MAX,GLB1L2
CEBPD,GLB1L2
RXRA,GLB1L2
ZNF683,GLB1L2
ID3,GLB1L2
ASCL2,GLB1L2
JUN,GLB1L2
JUND,GLB1L2
FOSB,GLB1L2
DNAJC1,GLB1L2
SPI1,GLB1L2
LYL1,GLB1L2
ZFHX3,GLB1L2
HOPX,GLB1L2
IRF7,GLB1L2
CREB5,GLIPR1
CEBPD,GLIPR1
RORB,GLIPR1
ZNF683,GLIPR1
RXRA,GLIPR1
ASCL2,GLIPR1
JUN,GLIPR1
JUND,GLIPR1
DNAJC1,GLIPR1
SPI1,GLIPR1
LYL1,GLIPR1
ZGLP1,GLIPR1
ZNF132,GLIPR1
HOPX,GLIPR1
IRF7,GLIPR1
CEBPD,GLT1D1
RXRA,GLT1D1
JDP2,GLT1D1
ASCL2,GLT1D1
JUN,GLT1D1
JUND,GLT1D1
NFE2,GLT1D1
FOSB,GLT1D1
DNAJC1,GLT1D1
LYL1,GLT1D1
SPI1,GLT1D1
MAFG,GLT1D1
ZFHX3,GLT1D1
HOPX,GLT1D1
IRF7,GLT1D1
MAX,GMPR
TAL1,GMPR
MEIS1,GMPR
JUN,GMPR
JUND,GMPR
NFE2,GMPR
FOSB,GMPR
PBX1,GMPR
GRHL1,GMPR
LYL1,GMPR
TSC22D1,GMPR
MAFG,GMPR
ZGLP1,GMPR
GFI1B,GMPR
IRX3,GMPR
CREB5,GNAI2
CEBPD,GNAI2
VENTX,GNAI2
IRF8,GNAI2
ID1,GNAI2
RXRA,GNAI2
JUN,GNAI2
JUND,GNAI2
NFE2,GNAI2
FOSB,GNAI2
SPI1,GNAI2
LYL1,GNAI2
ZFHX3,GNAI2
NR6A1,GNAI2
MYBL2,GNAI2
MAX,GNAZ
TAL1,GNAZ
CEBPD,GNAZ
MEIS1,GNAZ
JUN,GNAZ
JUND,GNAZ
NFE2,GNAZ
FOSB,GNAZ
PBX1,GNAZ
GRHL1,GNAZ
LYL1,GNAZ
TSC22D1,GNAZ
MAFG,GNAZ
ZGLP1,GNAZ
GFI1B,GNAZ
MAX,GNG11
TAL1,GNG11
MEIS1,GNG11
JUN,GNG11
JUND,GNG11
MITF,GNG11
NFE2,GNG11
PBX1,GNG11
GRHL1,GNG11
LYL1,GNG11
TSC22D1,GNG11
ZGLP1,GNG11
GFI1B,GNG11
HOPX,GNG11
IRX3,GNG11
CEBPD,GNLY
MAX,GNLY
ZNF683,GNLY
ID3,GNLY
ASCL2,GNLY
JUN,GNLY
JUND,GNLY
FOSB,GNLY
DNAJC1,GNLY
SPI1,GNLY
SPIB,GNLY
LYL1,GNLY
ZNF132,GNLY
HOPX,GNLY
IRF7,GNLY
MAX,GP1BA
TAL1,GP1BA
CEBPD,GP1BA
MEIS1,GP1BA
JUN,GP1BA
NFE2,GP1BA
PBX1,GP1BA
GRHL1,GP1BA
LYL1,GP1BA
TSC22D1,GP1BA
MAFG,GP1BA
ZFHX3,GP1BA
ZGLP1,GP1BA
GFI1B,GP1BA
IRX3,GP1BA
MAX,GP6
TAL1,GP6
MEIS1,GP6
JUN,GP6
JUND,GP6
MITF,GP6
NFE2,GP6
PBX1,GP6
GRHL1,GP6
LYL1,GP6
TSC22D1,GP6
MAFG,GP6
ZGLP1,GP6
GFI1B,GP6
IRX3,GP6
MAX,GP9
TAL1,GP9
MEIS1,GP9
JUN,GP9
MITF,GP9
NFE2,GP9
PBX1,GP9
GRHL1,GP9
LYL1,GP9
TSC22D1,GP9
MAFG,GP9
ZGLP1,GP9
GFI1B,GP9
HOPX,GP9
IRX3,GP9
MAX,GPR133
ZNF503,GPR133
CEBPD,GPR133
ELF3,GPR133
ID3,GPR133
ZNF683,GPR133
