Gene1,Gene2
C22orf43,RCVRN
C22orf43,RNF215
C22orf43,RTN4RL1
C22orf43,RUVBL1-AS1
C22orf43,SEMA3C
C22orf43,SERINC4
C22orf43,SEZ6
C22orf43,SIGLEC12
C22orf43,SIGLEC15
C22orf43,SLC1A3
C22orf43,SLC22A16
C22orf43,SLC32A1
C22orf43,SLC46A2
C22orf43,SLC4A3
C22orf43,SLC6A8
C22orf43,SLC6A9
C22orf43,SLCO5A1
C22orf43,SMIM10
C22orf43,SOGA2
C22orf43,STRIP2
C22orf43,STX16-NPEPL1
C22orf43,TAC3
C22orf43,THNSL2
C22orf43,TIGD4
C22orf43,TLR8
C22orf43,TMEM105
C22orf43,TNS3
C22orf43,TPD52L1
C22orf43,TRIM74
C22orf43,UCN
C22orf43,VASN
C22orf43,VEGFA
C22orf43,VEPH1
C22orf43,VIT
C22orf43,VNN3
C2orf48,C8orf88
C2orf48,CCR8
C2orf48,CD1A
C2orf48,CD207
C2orf48,CHST13
C2orf48,CKM
C2orf48,CLCN4
C2orf48,CLDN22
C2orf48,CLDN23
C2orf48,CRB2
C2orf48,CTB-61M7.2
C2orf48,CTRC
C2orf48,CYP1B1-AS1
C2orf48,CYP27A1
C2orf48,CYP3A5
C2orf48,DLG5
C2orf48,DNAH12
C2orf48,DNAH7
C2orf48,DNAJB13
C2orf48,DNAJC28
C2orf48,DNTT
C2orf48,DOCK1
C2orf48,DTNA
C2orf48,DYRK3
C2orf48,ECM1
C2orf48,EPHB4
C2orf48,ESPL1
C2orf48,EVC2
C2orf48,FBN1
C2orf48,FCAR
C2orf48,FFAR4
C2orf48,GPR133
C2orf48,GPR63
C2orf48,GRIK4
C2orf48,GRIN2C
C2orf48,GRM7-AS1
C2orf48,HCAR1
C2orf48,HCG20
C2orf48,HCN3
C2orf48,HHIP-AS1
C2orf48,HSPG2
C2orf48,IDH1-AS1
C2orf48,IL17A
C2orf48,IL27
C2orf48,IQCD
C2orf48,IQSEC2
C2orf48,KCNH8
C2orf48,KCTD19
C2orf48,KIAA1257
C2orf48,KLHL14
C2orf48,KRT5
C2orf48,LIF
C2orf48,LILRB5
C2orf48,LINC00610
C2orf48,LINC00677
C2orf48,LINC00968
C2orf48,LINC01036
C2orf48,LONRF2
C2orf48,LRFN4
C2orf48,LRRC3DN
C2orf48,LRRC48
C2orf48,LURAP1
C2orf48,MAK
C2orf48,MAPK8IP2
C2orf48,MMP9
C2orf48,MPP3
C2orf48,MPPED2
C2orf48,MPRIP-AS1
C2orf48,MYO7A
C2orf48,NCS1
C2orf48,NLGN3
C2orf48,NODAL
C2orf48,NPIPA7
C2orf48,NRG1
C2orf48,NXN
C2orf48,OXER1
C2orf48,PAH
C2orf48,PCDH1
C2orf48,PDZD2
C2orf48,PKD1L1
C2orf48,PPFIA4
C2orf48,PRKCDBP
C2orf48,PTGR1
C2orf48,PTX3
C2orf48,RAB26
C2orf48,RAB44
C2orf48,RAPGEFL1
C2orf48,RBMS3
C2orf48,RCVRN
C2orf48,RNF215
C2orf48,RTN4RL1
C2orf48,RUVBL1-AS1
C2orf48,SEMA3C
C2orf48,SERINC4
C2orf48,SEZ6
C2orf48,SIGLEC12
C2orf48,SIGLEC15
C2orf48,SLC1A3
C2orf48,SLC22A16
C2orf48,SLC32A1
C2orf48,SLC46A2
C2orf48,SLC4A3
C2orf48,SLC6A8
C2orf48,SLC6A9
C2orf48,SLCO5A1
C2orf48,SMIM10
C2orf48,SOGA2
C2orf48,STRIP2
C2orf48,STX16-NPEPL1
C2orf48,TAC3
C2orf48,THNSL2
C2orf48,TIGD4
C2orf48,TMEM105
C2orf48,TNS3
C2orf48,TPD52L1
C2orf48,TRIM74
C2orf48,UCN
C2orf48,VASN
C2orf48,VEPH1
C2orf48,VIT
C2orf48,VNN3
C2orf88,C6orf25
C2orf88,CA2
C2orf88,CD36
C2orf88,CLDN5
C2orf88,CLEC1B
C2orf88,CMTM5
C2orf88,DAB2
C2orf88,ENKUR
C2orf88,ESAM
C2orf88,F13A1
C2orf88,F2RL3
C2orf88,FAXDC2
C2orf88,FRMD3
C2orf88,FSTL1
C2orf88,GMPR
C2orf88,GNAZ
C2orf88,GNG11
C2orf88,GP1BA
C2orf88,GP6
C2orf88,GP9
C2orf88,GUCY1B3
C2orf88,HBA1
C2orf88,HBG1
C2orf88,HBG2
C2orf88,HGD
C2orf88,ITGA2B
C2orf88,ITGB3
C2orf88,ITGB5
C2orf88,LGALSL
C2orf88,LY6G6F
C2orf88,MYEOV
C2orf88,MYL9
C2orf88,NEXN
C2orf88,NEXN-AS1
C2orf88,PDE5A
C2orf88,PDZK1IP1
C2orf88,PF4
C2orf88,PF4V1
C2orf88,PPBP
C2orf88,PRKAR2B
C2orf88,PTGS1
C2orf88,RBPMS2
C2orf88,RGS6
C2orf88,SCGB1C1
C2orf88,SCN1B
C2orf88,SDPR
C2orf88,SELP
C2orf88,SEPT5
C2orf88,SH3BGRL2
C2orf88,SMOX
C2orf88,SPARC
C2orf88,TMEM40
C2orf88,TNFSF4
C2orf88,TREML1
C2orf88,TRIM58
C2orf88,TUBB1
C6orf25,CA2
C6orf25,CD36
C6orf25,CLDN5
C6orf25,CLEC1B
C6orf25,CLU
C6orf25,CMTM5
C6orf25,DAB2
C6orf25,ENKUR
C6orf25,ESAM
C6orf25,F13A1
C6orf25,F2RL3
C6orf25,FAXDC2
C6orf25,FRMD3
C6orf25,FSTL1
C6orf25,GMPR
C6orf25,GNAZ
C6orf25,GNG11
C6orf25,GP1BA
C6orf25,GP6
C6orf25,GP9
C6orf25,GUCY1B3
C6orf25,HBA1
C6orf25,HBG1
C6orf25,HBG2
C6orf25,HGD
C6orf25,ITGA2B
C6orf25,ITGB3
C6orf25,ITGB5
C6orf25,LGALSL
C6orf25,LY6G6F
C6orf25,MYEOV
C6orf25,MYL9
C6orf25,NEXN
C6orf25,PCSK6
C6orf25,PDE5A
C6orf25,PDZK1IP1
C6orf25,PF4
C6orf25,PF4V1
C6orf25,PPBP
C6orf25,PRKAR2B
C6orf25,PTGS1
C6orf25,RBPMS2
C6orf25,RGS6
C6orf25,SAMD14
C6orf25,SCARF1
C6orf25,SCGB1C1
C6orf25,SCN1B
C6orf25,SDPR
C6orf25,SELP
C6orf25,SEPT5
C6orf25,SH3BGRL2
C6orf25,SMOX
C6orf25,SNCA
C6orf25,SPARC
C6orf25,TMEM40
C6orf25,TNFSF4
C6orf25,TNS1
C6orf25,TREML1
C6orf25,TRIM58
C6orf25,TUBB1
C8orf88,CCR8
C8orf88,CD1A
C8orf88,CEACAM3
C8orf88,CHST13
C8orf88,CKM
C8orf88,CLCN4
C8orf88,CLDN22
C8orf88,CLDN23
C8orf88,CRB2
C8orf88,CTB-61M7.2
C8orf88,CTRC
C8orf88,CYP1B1-AS1
C8orf88,CYP3A5
C8orf88,DLG5
C8orf88,DNAH12
C8orf88,DNAH7
C8orf88,DNAJB13
C8orf88,DNAJC28
C8orf88,DNTT
C8orf88,DOCK1
C8orf88,DYRK3
C8orf88,ECM1
C8orf88,EPHB4
C8orf88,ESPL1
C8orf88,EVC2
C8orf88,FBN1
C8orf88,FCAR
C8orf88,FFAR4
C8orf88,GPR133
C8orf88,GPR63
C8orf88,GRIK4
C8orf88,GRIN2C
C8orf88,HCAR1
C8orf88,HCG20
C8orf88,HCN3
C8orf88,HHIP-AS1
C8orf88,IL17A
C8orf88,IL27
C8orf88,IQCD
C8orf88,KCNH8
C8orf88,KCTD19
C8orf88,KIAA1257
C8orf88,KLHL14
C8orf88,LIF
C8orf88,LILRB5
C8orf88,LINC00610
C8orf88,LINC00677
C8orf88,LINC00968
C8orf88,LINC01036
C8orf88,LONRF2
C8orf88,LRFN4
C8orf88,LRRC3DN
C8orf88,LRRC48
C8orf88,LURAP1
C8orf88,MAK
C8orf88,MAPK8IP2
C8orf88,MMP9
C8orf88,MPP3
C8orf88,MPPED2
C8orf88,MPRIP-AS1
C8orf88,MYO7A
C8orf88,NCS1
C8orf88,NLGN3
C8orf88,NODAL
C8orf88,NPIPA7
C8orf88,NRG1
C8orf88,NXN
C8orf88,OXER1
C8orf88,PAH
C8orf88,PCDH1
C8orf88,PDZD2
C8orf88,PKD1L1
C8orf88,PPFIA4
C8orf88,PRKCDBP
C8orf88,PTGR1
C8orf88,PTX3
C8orf88,RAB26
C8orf88,RAB44
C8orf88,RAPGEFL1
C8orf88,RBMS3
C8orf88,RCVRN
C8orf88,RNF215
C8orf88,RTN4RL1
C8orf88,RUVBL1-AS1
C8orf88,SEMA3C
C8orf88,SERINC4
C8orf88,SEZ6
C8orf88,SIGLEC12
C8orf88,SIGLEC15
C8orf88,SLC1A3
C8orf88,SLC22A16
C8orf88,SLC32A1
C8orf88,SLC46A2
C8orf88,SLC4A3
C8orf88,SLC6A8
C8orf88,SLC6A9
C8orf88,SLCO5A1
C8orf88,SMIM10
C8orf88,SOGA2
C8orf88,STRIP2
C8orf88,STX16-NPEPL1
C8orf88,TAC3
C8orf88,THNSL2
C8orf88,TIGD4
C8orf88,TMEM105
C8orf88,TNS3
C8orf88,TPD52L1
C8orf88,TRIM74
C8orf88,UCN
C8orf88,VASN
C8orf88,VEPH1
C8orf88,VIT
C8orf88,VNN3
CA2,CD36
CA2,CLEC1B
CA2,CMTM5
CA2,DAB2
CA2,ENKUR
CA2,ESAM
CA2,F13A1
CA2,FAXDC2
CA2,GMPR
CA2,GNAZ
CA2,GNG11
CA2,GP1BA
CA2,GP6
CA2,GP9
CA2,GUCY1B3
CA2,HBG2
CA2,IRX3
CA2,ITGB3
CA2,LGALSL
CA2,LY6G6F
CA2,NEXN
CA2,PDE5A
CA2,PDZK1IP1
CA2,PRKAR2B
CA2,PTGS1
CA2,SCGB1C1
CA2,SCN1B
CA2,SDPR
CA2,SELP
CA2,SEPT5
CA2,SH3BGRL2
CA2,SMOX
CA2,SPARC
CA2,TMEM40
CA2,TNFSF4
CA2,TRIM58
CABP5,CCDC135
CABP5,CCDC170
CABP5,CDKN2B
CABP5,CETP
CABP5,CHRNA2
CABP5,CTTN
CABP5,CXCL10
CABP5,CXCL3
CABP5,CXCL5
CABP5,CYP1B1
CABP5,DGKG
CABP5,DOCK5
CABP5,EPHB2
CABP5,F2RL3
CABP5,FAM212B-AS1
CABP5,FRMD3
CABP5,FXYD6
CABP5,FZD2
CABP5,GUCY1B3
CABP5,HBD
CABP5,HRASLS
CABP5,JAG2
CABP5,LEFTY1
CABP5,LINC00989
CABP5,LRRC37A3
CABP5,M1AP
CABP5,MAOB
CABP5,MBOAT2
CABP5,MFAP3L
CABP5,MYLK
CABP5,NEURL1B
CABP5,NPTX2
CABP5,OPHN1
CABP5,PADI2
CABP5,PARD3
CABP5,PDGFC
CABP5,PRLR
CABP5,PVRL2
CABP5,RTEL1-TNFRSF6B
CABP5,SCARF1
CABP5,SDC3
CABP5,SERINC2
CABP5,SERPINE1
CABP5,SLC24A3
CABP5,STON2
CABP5,SYCE3
CABP5,TAL1
CABP5,TMPRSS13
CABP5,TNFRSF21
CABP5,TRAM2-AS1
CABP5,TTC7B
CABP5,UBE2C
CABP5,WLS
CALD1,CCDC135
CALD1,CCDC170
CALD1,CDKN2B
CALD1,CETP
CALD1,CMTM2
CALD1,CTDSPL
CALD1,CTTN
CALD1,CUEDC1
CALD1,CXCL10
CALD1,CXCL3
CALD1,CXCL5
CALD1,DGKG
CALD1,DOCK5
CALD1,EPDR1
CALD1,EPHB2
CALD1,F2RL3
CALD1,FAM212B-AS1
CALD1,FRMD3
CALD1,FZD2
CALD1,GUCY1B3
CALD1,HBD
CALD1,HBG1
CALD1,ITGB5
CALD1,LEFTY1
CALD1,LGALS12
CALD1,LGALSL
CALD1,LINC00989
CALD1,M1AP
CALD1,MAOB
CALD1,MAX
CALD1,MBOAT2
CALD1,MFAP3L
CALD1,MYLK
CALD1,NEURL1B
CALD1,OPHN1
CALD1,PADI2
CALD1,PARD3
CALD1,PDGFC
CALD1,PRLR
CALD1,PRTFDC1
CALD1,PTPRN
CALD1,PVRL2
CALD1,RNASE3
CALD1,RTEL1-TNFRSF6B
CALD1,SCARF1
CALD1,SERINC2
CALD1,SERPINE1
CALD1,SLC24A3
CALD1,SLFN14
CALD1,SLPI
CALD1,SPHK1
CALD1,SPOCD1
CALD1,STON2
CALD1,TFPI
CALD1,THBS1
CALD1,TMEM150B
CALD1,TNFRSF21
CALD1,TNNC2
CALD1,TRAM2-AS1
CALD1,TTC7B
CALD1,UBE2C
CCDC135,CCDC149
CCDC135,CCDC170
CCDC135,CCNJL
CCDC135,CD36
CCDC135,CDC42EP1
CCDC135,CDKN2B
CCDC135,CEACAM3
CCDC135,CETP
CCDC135,CHRNA2
CCDC135,CLEC5A
CCDC135,CMTM2
CCDC135,CNRIP1
CCDC135,CRISPLD2
CCDC135,CTDSPL
CCDC135,CTTN
CCDC135,CUEDC1
CCDC135,CXCL10
CCDC135,CXCL3
CCDC135,CXCL5
CCDC135,CYP1B1
CCDC135,DGKG
CCDC135,DOCK5
CCDC135,ECM1
CCDC135,ELANE
CCDC135,EPDR1
CCDC135,EPHB1
CCDC135,EPHB2
CCDC135,F2RL3
CCDC135,FADS2
CCDC135,FAM127C
CCDC135,FAM212B-AS1
CCDC135,FAXDC2
CCDC135,FRMD3
CCDC135,FSTL1
CCDC135,FXYD6
CCDC135,FZD2
CCDC135,GNAZ
CCDC135,GP1BA
CCDC135,GP6
CCDC135,GPSM1
CCDC135,GUCY1B3
CCDC135,HBA1
CCDC135,HBD
CCDC135,HBG1
CCDC135,HGD
CCDC135,HP
CCDC135,HRASLS
CCDC135,HSPA2
CCDC135,ITGB5
CCDC135,JAG2
CCDC135,LEFTY1
CCDC135,LGALS12
CCDC135,LGALSL
CCDC135,LINC00989
CCDC135,LONRF2
CCDC135,LRRC37A3
CCDC135,LSMEM1
CCDC135,LY6G6F
CCDC135,M1AP
CCDC135,MAOB
CCDC135,MAX
CCDC135,MBOAT2
CCDC135,MFAP3L
CCDC135,MMP14
CCDC135,MYEOV
CCDC135,MYLK
CCDC135,NEURL1B
CCDC135,NPTX2
CCDC135,OPHN1
CCDC135,PADI2
CCDC135,PARD3
CCDC135,PCSK6
CCDC135,PDE5A
CCDC135,PDGFA
CCDC135,PDGFC
CCDC135,PF4V1
CCDC135,PNMT
CCDC135,PRKAR2B
CCDC135,PRLR
CCDC135,PRTFDC1
CCDC135,PSRC1
CCDC135,PTPRN
CCDC135,PVRL2
CCDC135,RBPMS2
CCDC135,RGS6
CCDC135,RTEL1-TNFRSF6B
CCDC135,RUSC2
CCDC135,S1PR3
CCDC135,SAMD14
CCDC135,SASH1
CCDC135,SCARF1
CCDC135,SCGB1C1
CCDC135,SCN1B
CCDC135,SDC3
CCDC135,SELP
CCDC135,SEMA6B
CCDC135,SERINC2
CCDC135,SERPINE1
CCDC135,SGMS2
CCDC135,SH3BGRL2
CCDC135,SLC24A3
CCDC135,SLFN14
CCDC135,SLPI
CCDC135,SPHK1
CCDC135,STON2
CCDC135,SYCE3
CCDC135,TDRP
CCDC135,TFPI
CCDC135,THBS1
CCDC135,TMEM150B
CCDC135,TMPRSS13
CCDC135,TNFRSF21
CCDC135,TNFSF4
CCDC135,TNNC2
CCDC135,TRAM2-AS1
CCDC135,TRIM58
CCDC135,TTC7B
CCDC135,VPREB1
CCDC135,WDR17
CCDC135,WLS
CCDC149,CCDC151
CCDC149,CDKN2B
CCDC149,CETP
CCDC149,CHRNA2
CCDC149,CLMN
CCDC149,CLNK
CCDC149,CRISPLD2
CCDC149,CTTN
CCDC149,CXCL10
CCDC149,CXCL3
CCDC149,CXCL5
CCDC149,CYP1B1
CCDC149,DOCK5
CCDC149,EPHB2
CCDC149,EXOC3L1
CCDC149,FAM212B-AS1
CCDC149,FZD2
CCDC149,GLT1D1
CCDC149,GPR162
CCDC149,GUCY2D
CCDC149,HBD
CCDC149,HRASLS
CCDC149,HSPA2
CCDC149,JUN
CCDC149,KIF13A
CCDC149,LINC00989
CCDC149,LRP3
CCDC149,LRRC37A3
CCDC149,M1AP
CCDC149,MBOAT2
CCDC149,MFAP3L
CCDC149,MFI2
CCDC149,MYLK
CCDC149,NEURL1B
CCDC149,NPTX2
CCDC149,NRP2
CCDC149,OLFM1
CCDC149,OPHN1
CCDC149,OPLAH
CCDC149,PADI2
CCDC149,PARD3
CCDC149,PDGFC
CCDC149,PRLR
CCDC149,RTEL1-TNFRSF6B
CCDC149,RUSC2
CCDC149,SCARF1
CCDC149,SERINC2
CCDC149,SERPINE1
CCDC149,SIRPB2
CCDC149,SLC8A3
CCDC149,SLPI
CCDC149,STON2
CCDC149,SYCE3
CCDC149,TDRD9
CCDC149,TLR6
CCDC149,TMPRSS13
CCDC149,TNFRSF21
CCDC149,TRAM2-AS1
CCDC149,TRPM4
CCDC149,TTC7B
CCDC149,WLS
CCDC151,CHRNA2
CCDC151,CLMN
CCDC151,CLNK
CCDC151,EXOC3L1
CCDC151,GUCY2D
CCDC151,HRASLS
CCDC151,LRP3
CCDC151,LYL1
CCDC151,MFI2
CCDC151,NRP2
CCDC151,OPLAH
CCDC151,RUSC2
CCDC151,SIRPB2
CCDC151,TRPM4
CCDC170,CCNJL
CCDC170,CD300LB
CCDC170,CD36
CCDC170,CDC42EP1
CCDC170,CDKN2B
CCDC170,CEACAM3
CCDC170,CETP
CCDC170,CHRNA2
CCDC170,CLEC5A
CCDC170,CMTM2
CCDC170,CRISPLD2
CCDC170,CRYM
CCDC170,CTDSPL
CCDC170,CTTN
CCDC170,CUEDC1
CCDC170,CXCL10
CCDC170,CXCL3
CCDC170,CXCL5
CCDC170,CYP1B1
CCDC170,DGKG
CCDC170,DOCK5
CCDC170,ELANE
CCDC170,EPDR1
CCDC170,EPHB1
CCDC170,EPHB2
CCDC170,F2RL3
CCDC170,FADS2
CCDC170,FAM127C
CCDC170,FAM212B-AS1
CCDC170,FAXDC2
CCDC170,FRMD3
CCDC170,FSTL1
CCDC170,FXYD6
CCDC170,FZD2
CCDC170,GNAZ
CCDC170,GP1BA
CCDC170,GP6
CCDC170,GPSM1
CCDC170,GUCY1B3
CCDC170,HBA1
CCDC170,HBD
CCDC170,HBG1
CCDC170,HBG2
CCDC170,HGD
CCDC170,HP
CCDC170,HRASLS
CCDC170,ITGB5
CCDC170,JAG2
CCDC170,LEFTY1
CCDC170,LGALS12
CCDC170,LGALSL
CCDC170,LINC00989
CCDC170,LSMEM1
CCDC170,LY6G6F
CCDC170,M1AP
CCDC170,MAOB
CCDC170,MAX
CCDC170,MBOAT2
CCDC170,MFAP3L
CCDC170,MMP14
CCDC170,MYEOV
CCDC170,MYLK
CCDC170,NEURL1B
CCDC170,NPTX2
CCDC170,OPHN1
CCDC170,PADI2
CCDC170,PARD3
CCDC170,PCSK6
CCDC170,PDE5A
CCDC170,PDGFA
CCDC170,PDGFC
CCDC170,PF4V1
CCDC170,PNMT
CCDC170,PRKAR2B
CCDC170,PRLR
CCDC170,PRTFDC1
CCDC170,PSRC1
CCDC170,PTPRN
CCDC170,PVRL2
CCDC170,RBPMS2
CCDC170,RGS6
CCDC170,RTEL1-TNFRSF6B
CCDC170,S1PR3
CCDC170,SAMD14
CCDC170,SASH1
CCDC170,SCARF1
CCDC170,SCGB1C1
CCDC170,SCN1B
CCDC170,SDC3
CCDC170,SELP
CCDC170,SEMA6B
CCDC170,SERINC2
CCDC170,SERPINE1
CCDC170,SGMS2
CCDC170,SH3BGRL2
CCDC170,SHD
CCDC170,SLC24A3
CCDC170,SLFN14
CCDC170,SLPI
CCDC170,SPHK1
CCDC170,STON2
CCDC170,SYCE3
CCDC170,TFPI
CCDC170,THBS1
CCDC170,TMEM150B
CCDC170,TMPRSS13
CCDC170,TNFRSF21
CCDC170,TNFSF4
CCDC170,TNNC2
CCDC170,TNS1
CCDC170,TRAM2-AS1
CCDC170,TRIM58
CCDC170,TTC7B
CCDC170,VPREB1
CCDC170,WDR17
CCDC170,WLS
CCDC24,FBN1
CCDC24,LINC00610
CCDC24,MAK
CCDC24,MPPED2
CCDC24,PDZD2
CCDC24,RAPGEFL1
CCDC24,SLC32A1
CCDC24,SOGA2
CCDC24,TNS3
CCL5,NKG7
CCNJL,CDC42EP1
CCNJL,CDKN2B
CCNJL,CEACAM3
CCNJL,CETP
CCNJL,CLEC5A
CCNJL,CRISPLD2
CCNJL,CXCL10
CCNJL,CXCL3
CCNJL,CXCL5
CCNJL,DGKG
CCNJL,DOCK5
CCNJL,ELANE
CCNJL,EPHB2
CCNJL,F2RL3
CCNJL,FADS2
CCNJL,FRMD3
CCNJL,FXYD6
CCNJL,FZD2
CCNJL,GUCY1B3
CCNJL,HBA1
CCNJL,HBD
CCNJL,HBG1
CCNJL,HSPA2
CCNJL,ITGB5
CCNJL,JAG2
CCNJL,LGALSL
CCNJL,LINC00989
CCNJL,LSMEM1
CCNJL,M1AP
CCNJL,MFAP3L
CCNJL,MMP14
CCNJL,MYEOV
CCNJL,MYLK
CCNJL,NEURL1B
CCNJL,NPTX2
CCNJL,OPHN1
CCNJL,PADI2
CCNJL,PARD3
CCNJL,PCSK6
CCNJL,PDE5A
CCNJL,PDGFC
CCNJL,PF4V1
CCNJL,PNMT
CCNJL,PRLR
CCNJL,PVRL2
CCNJL,RBPMS2
CCNJL,RGS6
CCNJL,RTEL1-TNFRSF6B
CCNJL,S1PR3
CCNJL,SAMD14
CCNJL,SASH1
CCNJL,SCARF1
CCNJL,SDC3
CCNJL,SELP
CCNJL,SERINC2
CCNJL,SERPINE1
CCNJL,SGMS2
CCNJL,SH3BGRL2
CCNJL,SLC24A3
CCNJL,STON2
CCNJL,SYCE3
CCNJL,TMPRSS13
CCNJL,TNFRSF21
CCNJL,TNFSF4
CCNJL,TTC7B
CCNJL,VPREB1
CCNJL,WLS
CCR8,CD1A
CCR8,CD207
CCR8,CHST13
CCR8,CKM
CCR8,CLCN4
CCR8,CLDN22
CCR8,CLDN23
CCR8,CRB2
CCR8,CTB-61M7.2
CCR8,CTRC
CCR8,CYP1B1-AS1
CCR8,CYP27A1
CCR8,CYP3A5
CCR8,DLG5
CCR8,DNAH12
CCR8,DNAH7
CCR8,DNAJB13
CCR8,DNAJC28
CCR8,DNTT
CCR8,DOCK1
CCR8,DTNA
CCR8,DYRK3
CCR8,ECM1
CCR8,EPHB4
CCR8,ESPL1
CCR8,EVC2
CCR8,FAM20C
CCR8,FAM46B
CCR8,FBN1
CCR8,FCAR
CCR8,FFAR4
CCR8,GPR133
CCR8,GPR63
CCR8,GRIK4
CCR8,GRIN2C
CCR8,HCAR1
CCR8,HCG20
CCR8,HCN3
CCR8,HHIP-AS1
CCR8,HSPG2
CCR8,IL17A
CCR8,IL27
CCR8,IQCD
CCR8,IQSEC2
CCR8,JADE3
CCR8,KCNA5
CCR8,KCNH8
CCR8,KCNK1
CCR8,KCTD19
CCR8,KIAA1257
CCR8,KLHL14
CCR8,KRT5
CCR8,LIF
CCR8,LILRB5
CCR8,LINC00610
CCR8,LINC00677
CCR8,LINC00968
CCR8,LINC01036
CCR8,LONRF2
CCR8,LRFN4
CCR8,LRRC3DN
CCR8,LRRC48
CCR8,LURAP1
CCR8,MAK
CCR8,MAPK8IP2
CCR8,MMP9
CCR8,MPP3
CCR8,MPPED2
CCR8,MPRIP-AS1
CCR8,MYO7A
CCR8,NCS1
CCR8,NLGN3
CCR8,NODAL
CCR8,NPIPA7
CCR8,NRG1
CCR8,NXN
CCR8,OXER1
CCR8,PAH
CCR8,PCDH1
CCR8,PDZD2
CCR8,PKD1L1
CCR8,PPFIA4
CCR8,PRKCDBP
CCR8,PTGR1
CCR8,PTX3
CCR8,RAB26
CCR8,RAB44
CCR8,RAPGEFL1
CCR8,RBMS3
CCR8,RCVRN
CCR8,RNF215
CCR8,RTN4RL1
CCR8,RUVBL1-AS1
CCR8,SEMA3C
CCR8,SERINC4
CCR8,SEZ6
CCR8,SIGLEC12
CCR8,SIGLEC15
CCR8,SLC1A3
CCR8,SLC22A16
CCR8,SLC32A1
CCR8,SLC46A2
CCR8,SLC4A3
CCR8,SLC6A8
CCR8,SLC6A9
CCR8,SLCO5A1
CCR8,SMIM10
CCR8,SOGA2
CCR8,STRIP2
CCR8,STX16-NPEPL1
CCR8,TAC3
CCR8,THNSL2
CCR8,TIGD4
CCR8,TMEM105
CCR8,TNS3
CCR8,TPD52L1
CCR8,TRIM74
CCR8,UCN
CCR8,VASN
CCR8,VEGFA
CCR8,VEPH1
CCR8,VIT
CCR8,VNN3
CD1A,CD207
CD1A,CHST13
CD1A,CKM
CD1A,CLCN4
CD1A,CLDN22
CD1A,CLDN23
CD1A,CRB2
CD1A,CTB-61M7.2
CD1A,CTRC
CD1A,CYP1B1-AS1
CD1A,CYP27A1
CD1A,CYP3A5
CD1A,DLG5
CD1A,DNAH12
CD1A,DNAH7
CD1A,DNAJB13
CD1A,DNAJC28
CD1A,DNTT
CD1A,DOCK1
CD1A,DTNA
CD1A,DYRK3
CD1A,ECM1
CD1A,EPHB4
CD1A,ESPL1
CD1A,EVC2
CD1A,FAM20C
CD1A,FBN1
CD1A,FCAR
CD1A,FFAR4
CD1A,GPR133
CD1A,GPR63
CD1A,GRIK4
CD1A,GRIN2C
CD1A,HCAR1
CD1A,HCG20
CD1A,HCN3
CD1A,HHIP-AS1
CD1A,HSPG2
CD1A,IL17A
CD1A,IL27
CD1A,IQCD
CD1A,IQSEC2
CD1A,JADE3
CD1A,KCNA5
CD1A,KCNH8
CD1A,KCTD19
CD1A,KIAA1257
CD1A,KLHL14
CD1A,KRT5
CD1A,LIF
CD1A,LILRB5
CD1A,LINC00610
CD1A,LINC00677
CD1A,LINC00968
CD1A,LINC01036
CD1A,LONRF2
CD1A,LRFN4
CD1A,LRRC3DN
CD1A,LRRC48
CD1A,LURAP1
CD1A,MAK
CD1A,MAPK8IP2
CD1A,MMP9
CD1A,MPP3
CD1A,MPPED2
CD1A,MPRIP-AS1
CD1A,MYO7A
CD1A,NCS1
CD1A,NLGN3
CD1A,NODAL
CD1A,NPIPA7
CD1A,NRG1
CD1A,NXN
CD1A,OXER1
CD1A,PAH
CD1A,PCDH1
CD1A,PDZD2
CD1A,PKD1L1
CD1A,PPFIA4
CD1A,PRKCDBP
CD1A,PTGR1
CD1A,PTX3
CD1A,RAB26
CD1A,RAB44
CD1A,RAPGEFL1
CD1A,RBMS3
CD1A,RCVRN
CD1A,RNF215
CD1A,RTN4RL1
CD1A,RUVBL1-AS1
CD1A,SEMA3C
CD1A,SERINC4
CD1A,SEZ6
CD1A,SIGLEC12
CD1A,SIGLEC15
CD1A,SLC1A3
CD1A,SLC22A16
CD1A,SLC32A1
CD1A,SLC46A2
CD1A,SLC4A3
CD1A,SLC6A8
CD1A,SLC6A9
CD1A,SLCO5A1
CD1A,SMIM10
CD1A,SOGA2
CD1A,STRIP2
CD1A,STX16-NPEPL1
CD1A,TAC3
CD1A,THNSL2
CD1A,TIGD4
CD1A,TMEM105
CD1A,TNS3
CD1A,TPD52L1
CD1A,TRIM74
CD1A,UCN
CD1A,VASN
CD1A,VEGFA
CD1A,VEPH1
CD1A,VIT
CD1A,VNN3
CD207,CHST13
CD207,CLDN22
CD207,CLDN23
CD207,CRB2
CD207,CREB5
CD207,CTRC
CD207,CYP1B1-AS1
CD207,DNAJB13
CD207,DNAJC28
CD207,DNTT
CD207,DOCK1
CD207,EPHB4
CD207,FBN1
CD207,FCAR
CD207,GPR63
CD207,GRIN2C
CD207,HCG20
CD207,HCN3
CD207,HHIP-AS1
CD207,IL17A
CD207,IQCD
CD207,IQSEC2
CD207,KLHL14
CD207,LIF
CD207,LINC00610
CD207,LINC00677
CD207,LINC00968
CD207,LINC01036
CD207,LRRC3DN
CD207,LURAP1
CD207,MAK
CD207,MAPK8IP2
